content,sentiment,date
totalmente d accordo  il  greenpass con doppia vaccinazione deve permettere entrata stadio  aprite gli stadi          delaurentiis  «stadi aperti al   per i vaccinati»   calcio e finanza  ,1,07-05-2021
non si può imporlo improvvisamente  prima si deve permettere di adeguarsi  se  greenpass sarà obbligatorio  devono stabilire un tempo utile entro il quale vaccinare tutti quelli in attesa   non puoi far pagare al cittadino la tua incapacità di vaccinare in tempi brevi ,0,07-15-2021
la puntata di  studio del  luglio è disponibile sul blog rainews all indirizzo    oppure su  raiplay all indirizzo     garavaglia  greenpass  turismo  lavoro  economia  grillo  conte  ms  movimento  stelle  teatro  cultura,0,07-01-2021
stretta sul green pass  ora il governo pensa a imitare macron  via ,0,07-14-2021
 giorgia meloni che cita a sproposito george orwell per fingersi paladina della libertà  ci aveva già provato con bertolt brecht  fa lo stesso effetto del lupo di cappuccetto rosso quando si traveste da nonna    greenpass  gad lerner    su facebook,0,07-14-2021
vediamo chi si prenderà la responsabilità di portare avanti sta monnezza eversiva   green pass italia  obbligatorio per ristoranti e stadi  valido solo dopo due dosi  tutte le ipotesi del governo   greenpass ,-1,07-14-2021
il  greenpass è l unica strada per educare i  novax e i menefreghisti  che sono più dei novax   la salute non è un opinione e merita la priorità su tutto e tutti ,1,07-14-2021
   avete voluto il  greenpass per viaggiare  e mo beccatevi un ora e mezza di coda  pecoroni  ,-1,07-02-2021
ma i non  vaccinati potranno fare la spesa  o devono morire di fame   greenpass  obbligovaccinale indiretto,0,07-13-2021
il mio dilemma oggi é  contando che anche i vaccinati possono contagiarsi e contagiare e quindi far circolare il virus  non è pensato male proprio di base il greenpass ,0,07-15-2021
mi sono vaccinata e tutto ma sono contro la vaccinazione obbligatoria e contro il green pass mi dispiace è proprio l atteggiamento dispotico tipo quello francese che respingo come se non ci fosse un domani  è pericoloso questo modo di fare questi giochini strategici schifosi,-1,07-15-2021
ho avuto il green pass ye,1,07-09-2021
non si può pensare di stare realmente provvedendo alla propria salute senza svolgere una costante  vigorosa attività fisica  è grave che ancora si pensi allo sport o alla palestra come mera ricreazione o vanità   salute  sport  obbligovaccinale  greenpass,0,07-14-2021
comunque non si capisce un cazzo con il green pass  i tamponi e i vaccini ,0,07-03-2021
solo due alternative possibili  nuove chiusure  per tutti  con esclusione dei possessori di  greenpass che manterranno economicamente e tuteleranno la salute dei trogloditi che non vogliono vaccinarsi ,1,07-14-2021
la libertà non è fare il cazzo che mi pare e fregarmene degli altri  è responsabilità civile   greenpass,1,07-14-2021
green pass obbligatorio e almeno un acquisto della juve  chiedo troppo ,1,07-15-2021
io sto sperando che non mi mettano il fatto del greenpass quando devo scendere perché devo tornare a casa proprio per fare il vaccino ,0,07-15-2021
il  greenpass è la logica conseguenza della  vaccinazione  un incentivo a vaccinarsi e una protezione doverosa verso i vaccinati   salvini e  meloni contrari perché poco entusiasti della vaccinazione  caccia al voto dei  novax,0,07-14-2021
ma dopo la seconda dose quando arriva il green pass definitivo ,0,07-14-2021
allora tutti hanno diritti  non si può più discriminare nessuno   introducendo sto schifo de greenpass si discrimina si tanta gente  significa davvero che siamo presi per i fondelli   sveglia gente  sveglia  ,-1,07-15-2021
tirando un sasso al cane mi sono fulminato la schiena  sono sicuro che sia colpa dei non vaccinati   greenpass subito ,1,07-15-2021
la libertà non è star sopra un albero non è neanche il volo di un moscone la libertà non è uno spazio libero libertà è partecipazione   partecipazione anche alla salute di tutti  non solo alla tua   greenpass,1,07-15-2021
qualcuno che ha già completato il ciclo vaccinale mi può dire come funziona per il green pass  cioè se ti rinnovano quello che già avevi o te ne fanno uno da capo e più o meno dopo quanti giorniii,0,07-14-2021
pensavo la soluzione macron  greenpass anche per entrare al bar  al ristorante e in treno  fosse ottima  che sciocco  non avevo consultato ginevra cerrina ferroni   ingenuamente pensavo che nessuno  intellettualmente onesto  condividesse le tesi della meloni  ,1,07-14-2021
lo dico da  metalmeccanico      senza  greenpass ad un dipendente in azienda inizierei a proibire l uso della mensa e degli spogliatoi       per garantire ai vaccinati la libertà di farsi la doccia e mangiare in sicurezza  covid  novax,1,07-15-2021
raga qualcuno sa se per andare ai concerti serve il tampone o il green pass ,0,07-02-2021
ma che è sta storia del green pass per i treni non è colpa mia se ancora non mi avete vaccinato,0,07-15-2021
secondo voi il  greenpass si farà anche in  italia,0,07-14-2021
mi è arrivato il green pass   ps  non mi muovo da casa anche quest anno ,1,07-05-2021
 greenpass non c è alternativa ,1,07-13-2021
io farei un bel  lockdown per chi non  ha il  greenpass  proteggiamo il nostro mondo ,1,07-03-2021
di base sarei d accordo con il green pass e a me non arreca chissà quale differenza perché siamo tutti vaccinati con entrambe le dosi però appunto bisogna considerare chi non lo può fare e chi deve aspettare per problemi logistici organizzativi,1,07-15-2021
seconda dose fatta       greenpass  orasonoungod b  ,1,07-08-2021
e meno male  una cosa di buon senso finalmente  idiozia peggiore del greenpass per entrare nei locali non si poteva concepire  ,-1,07-14-2021
assolutamente d accordo  obbligo vaccinale  green pass ecc  pongono problemi complessi   in generale ritengo sia questo il più grande problema di fondo emerso in questi mesi  non accettiamo di confrontarci con la complessità ed il limite ma pretendiamo semplicità e normalità  ,1,07-13-2021
green pass obbligatorio per uscire di casa  questo ci vorrebbe ,1,07-14-2021
comunque io non ci sto a farmi chiudere in casa e a limitare le mie libertà nonostante io sia vaccinata perché i deficienti non si vogliono vaccinare e non sanno rispettare le regole   greenpass,1,07-15-2021
preparatevi perchè da questo autunno proveranno a mettere il green pass per tutto anche qui da noi   seguendo l esempio del criminale socialista  macron,-1,07-12-2021
mi sono prenotato ad aprile per il  vaccino e nessuno mi ha ancora contattato  prima di esigere un  greenpass mettete le persone in condizione di poterne usufruire altrimenti è tutto inutile,0,07-15-2021
mi sono vaccinata e ho il greenpass ma resto assolutamente contraria all obbligo vaccinale e al greenpass obbligatorio  si stanno creando pericolosi precedenti ad eventuali soprusi futuri  mai dare queste carte in mano al potere  no al   greenpassobbligatorio,-1,07-15-2021
per me è una conquista    greenpass  covid ,1,07-09-2021
la mia vera  libertà  non quella del  greenpass ,-1,07-15-2021
non ho ancora un idea chiara sulla questione green pass  ma  se c è una cosa di cui sono sicuro  è che  se vogliamo la libertà di scelta per noi stessi  dobbiamo essere pronti a concederla a chi non la pensa come noi ,0,07-06-2021
 greenpass   ficcatevelo nel culo,-1,07-14-2021
fermo restando che legherei al greenpass vaccinale anche l accesso ai bagni pubblici  c è qualcuno che ha capito  tecnicamente  come si dovrebbero fare i controlli ,1,07-14-2021
 iosonomio   no al trattamento vaccinale obbligatorio      con rispetto e stima per chi ha scelto di vaccinarsi  eh    no al  greenpass,-1,07-14-2021
per quanto riguarda il greenpass spero non sia troppo limitante per chi si deve ancora vaccinare non per colpa sua ma per colpa della regione  se mi lasciate a casa perché la prima data disponibile al  giugno era il  luglio io divento scema,0,07-15-2021
io sul green pass non mi sono posta domande filosofiche o questioni etiche  semplicemente mi sono vaccinata e non ho nessuna intenzione di passare l ennesimo inverno chiusa in casa  con tutte le conseguenze  per colpa di chi non lo è  fin   greenpassobbligatorio,1,07-15-2021
se prima avevo qualche dubbio ora mi è passato  si al greenpass obbligatorio se il codacons dice che è inaccettabile ,1,07-15-2021
a me il  greenpass va benissimo  niente viaggi  discoteche  alberghi  ristoranti  sto risparmiando un casino di quattrini  se mi bloccano anche amazon tra  anni avrò risparmiato così tanto che potrò vivere di rendita,1,07-14-2021
cmq se il green pass diventa obbligatorio spero tengano a mente le persone che non hanno potuto completare il ciclo vaccinale per motivi di salute e non per propria volontà    ,0,07-14-2021
sto iniziando a sentirmi perculata  il  greenpass non è una opportunità  è un modo di limitare diritti e subordinare le nostre inviolabili libertà al capriccio del sovrano  oggi ti chiedono il vaccino per salire sul treno  domani per il bar e la scuola  va rigettato  punto ,-1,07-15-2021
 greenpass  per tutti i negazionisti a casa  movimentostelle,1,07-14-2021
secondo me devono rimodulare le zone in funzione dei ricoveri in ospedale dopodiché potrebbero introdurre il green pass obbligatorio per accedere ai servizi nelle regioni arancione e rosse questo potrebbe essere un metodo intelligente di utilizzare la vaccinazione,1,07-15-2021
boh raga io tra due settimane parto per una vacanza a roma con solo una dose di vaccino e sta storia del green pass non mi convince granché,0,07-15-2021
quando metteranno il green pass e i contagi aumenteranno lo stesso  che faremo  dai è una cazzata  i contagi ci saranno sempre  contano le terapie intensive  ,-1,07-15-2021
i ristoranti e bar che non sono falliti con il lockdown  falliranno con il green pass   io non andró mai dove esigono il green pass ,-1,07-14-2021
altro che linea morbida per il green pass        avete i neuroni morbidi  ma si può far finta che uno strumento privo di valore possa averne solo perchè si è deciso che debba averne ,-1,07-15-2021
non lo voglio il green pass  lo trovo parecchio discriminatorio  sì  sono vaccinata  prima e seconda dose e se mi tocca faccio pure la terza    greenpassobbligatorio,-1,07-15-2021
 greenpassobbligatorio io sono molto favorevole perché la libertà individuale non deve mai minare quella collettiva  o vi piace di più la vaccinazione obbligatoria   covid  coronavirus  vaccini  greenpass,1,07-15-2021
pericolosa l idea di andrea crisanti  amp  c  la sanità pubblica è pagata dalle tasse e aggirare gli obblighi togliendo i diritti è un precedente che non deve passare  pure il green pass ue vieta di discriminare i non immunizzati  ,-1,07-10-2021
avevamo giurato che non avremmo mai più vietato a questa o quella persone di entrare in un bar  in un ristorante decidendo in base alle sue opinioni e scelte  il solo parlare di divieti  permessi e obblighi è un offesa alla nostra storia  mai più   apartheidvaccinale  greenpass ,-1,07-14-2021
greenpass    assolutamente    obbligatorio   ed anche velocemente   greenpassobbligatorio,1,07-15-2021
mi ricordo qualche mese fa un esperto che aveva detto  il nostro green pass non può essere replicato     oggi     la gdf ha trovato nel deep web i green pass taroccati in vendita   ,0,07-03-2021
che noia le discussioni sul  greenpass  nessuno che proponga una seria analisi dei dati  solo enfasi e irrazionalità ,0,07-14-2021
il  greenpassobbligatorio si basa su un assunto logico infondato  che chi possiede il green pass non possa trasmettere il  coronavirus    covid,-1,07-15-2021
il vaccino non è obbligatorio  non lo sarà mai   compito della politica è quello di dare risposte concrete ad entrambe le fazioni  senza passare dall imposizione e dal ricatto   capito come funziona la politica caxxoni    greenpass  greenpassobbligatorio,0,07-15-2021
forse non è chiaro che se tu mi chiedi il  greenpass per accedere alla tua attività  io non accedo  non è che mi vaccino  il problema è più tuo che mio ,-1,07-14-2021
fatevi un quadro mentale di quello che potrebbe essere  un ipotetico green pass  pensateci serenamente e poi ne riparliamo    ,0,07-14-2021
i  contagi aumentano  prevedibilmente visto il clima da liberi tutti  ancora qualcuno si oppone a limitazioni minime tipo  greenpass x eventi e luoghi pubblici al chiuso  sarà allergia al termine  green o all inglese  è un lasciapassare  esiste da secoli x salvaguardare la salute ,1,07-14-2021
